Time in milliseconds,Time,Username,User,Domain,Source IP,Activity,Path,Entity Type,Device,Protocol
1719933311512,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File582.txt,txt,wrk-svm1,NFS
1719933311492,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File581.txt,txt,wrk-svm1,NFS
1719933311482,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File580.txt,txt,wrk-svm1,NFS
1719933311462,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File579.txt,txt,wrk-svm1,NFS
1719933311452,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File578.txt,txt,wrk-svm1,NFS
1719933311432,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File577.txt,txt,wrk-svm1,NFS
1719933311422,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File576.txt,txt,wrk-svm1,NFS
1719933311402,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File575.txt,txt,wrk-svm1,NFS
1719933311392,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File574.txt,txt,wrk-svm1,NFS
1719933311372,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File573.txt,txt,wrk-svm1,NFS
1719933311362,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File572.txt,txt,wrk-svm1,NFS
1719933311342,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File571.txt,txt,wrk-svm1,NFS
1719933311322,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File570.txt,txt,wrk-svm1,NFS
1719933311312,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File569.txt,txt,wrk-svm1,NFS
1719933311292,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File568.txt,txt,wrk-svm1,NFS
1719933311272,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File567.txt,txt,wrk-svm1,NFS
1719933311262,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File566.txt,txt,wrk-svm1,NFS
1719933311242,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File565.txt,txt,wrk-svm1,NFS
1719933311232,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File564.txt,txt,wrk-svm1,NFS
1719933311222,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File563.txt,txt,wrk-svm1,NFS
1719933311202,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File562.txt,txt,wrk-svm1,NFS
1719933311182,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File561.txt,txt,wrk-svm1,NFS
1719933311162,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File560.txt,txt,wrk-svm1,NFS
1719933311152,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File559.txt,txt,wrk-svm1,NFS
1719933311132,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File558.txt,txt,wrk-svm1,NFS
1719933311112,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File557.txt,txt,wrk-svm1,NFS
1719933311092,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File556.txt,txt,wrk-svm1,NFS
1719933311072,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File555.txt,txt,wrk-svm1,NFS
1719933311062,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File554.txt,txt,wrk-svm1,NFS
1719933311042,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File553.txt,txt,wrk-svm1,NFS
1719933311012,Jul 2 2024 17:15:11 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File552.txt,txt,wrk-svm1,NFS
1719933310992,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File551.txt,txt,wrk-svm1,NFS
1719933310982,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File550.txt,txt,wrk-svm1,NFS
1719933310962,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File549.txt,txt,wrk-svm1,NFS
1719933310942,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File548.txt,txt,wrk-svm1,NFS
1719933310932,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File547.txt,txt,wrk-svm1,NFS
1719933310912,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File546.txt,txt,wrk-svm1,NFS
1719933310902,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File545.txt,txt,wrk-svm1,NFS
1719933310882,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File544.txt,txt,wrk-svm1,NFS
1719933310862,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File543.txt,txt,wrk-svm1,NFS
1719933310842,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File542.txt,txt,wrk-svm1,NFS
1719933310822,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File541.txt,txt,wrk-svm1,NFS
1719933310812,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File540.txt,txt,wrk-svm1,NFS
1719933310792,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File539.txt,txt,wrk-svm1,NFS
1719933310772,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File538.txt,txt,wrk-svm1,NFS
1719933310762,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File537.txt,txt,wrk-svm1,NFS
1719933310742,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File536.txt,txt,wrk-svm1,NFS
1719933310732,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File535.txt,txt,wrk-svm1,NFS
1719933310712,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File534.txt,txt,wrk-svm1,NFS
1719933310692,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File533.txt,txt,wrk-svm1,NFS
1719933310672,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File532.txt,txt,wrk-svm1,NFS
1719933310652,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File531.txt,txt,wrk-svm1,NFS
1719933310632,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File530.txt,txt,wrk-svm1,NFS
1719933310622,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File529.txt,txt,wrk-svm1,NFS
1719933310602,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File528.txt,txt,wrk-svm1,NFS
1719933310592,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File527.txt,txt,wrk-svm1,NFS
1719933310572,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File526.txt,txt,wrk-svm1,NFS
1719933310562,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File525.txt,txt,wrk-svm1,NFS
1719933310542,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File524.txt,txt,wrk-svm1,NFS
1719933310522,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File523.txt,txt,wrk-svm1,NFS
1719933310502,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File522.txt,txt,wrk-svm1,NFS
1719933310472,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File521.txt,txt,wrk-svm1,NFS
1719933310452,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File520.txt,txt,wrk-svm1,NFS
1719933310432,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File519.txt,txt,wrk-svm1,NFS
1719933310422,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File518.txt,txt,wrk-svm1,NFS
1719933310402,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File517.txt,txt,wrk-svm1,NFS
1719933310392,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File516.txt,txt,wrk-svm1,NFS
1719933310372,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File515.txt,txt,wrk-svm1,NFS
1719933310362,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File514.txt,txt,wrk-svm1,NFS
1719933310342,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File513.txt,txt,wrk-svm1,NFS
1719933310322,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File512.txt,txt,wrk-svm1,NFS
1719933310312,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File511.txt,txt,wrk-svm1,NFS
1719933310292,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File510.txt,txt,wrk-svm1,NFS
1719933310272,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File509.txt,txt,wrk-svm1,NFS
1719933310262,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File508.txt,txt,wrk-svm1,NFS
1719933310242,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File507.txt,txt,wrk-svm1,NFS
1719933310232,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File506.txt,txt,wrk-svm1,NFS
1719933310212,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File505.txt,txt,wrk-svm1,NFS
1719933310192,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File504.txt,txt,wrk-svm1,NFS
1719933310172,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File503.txt,txt,wrk-svm1,NFS
1719933310152,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File502.txt,txt,wrk-svm1,NFS
1719933310142,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File501.txt,txt,wrk-svm1,NFS
1719933310122,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File500.txt,txt,wrk-svm1,NFS
1719933310112,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File499.txt,txt,wrk-svm1,NFS
1719933310102,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File498.txt,txt,wrk-svm1,NFS
1719933310082,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File497.txt,txt,wrk-svm1,NFS
1719933310072,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File496.txt,txt,wrk-svm1,NFS
1719933310052,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File495.txt,txt,wrk-svm1,NFS
1719933310032,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File494.txt,txt,wrk-svm1,NFS
1719933310002,Jul 2 2024 17:15:10 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File493.txt,txt,wrk-svm1,NFS
1719933309972,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File492.txt,txt,wrk-svm1,NFS
1719933309952,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File491.txt,txt,wrk-svm1,NFS
1719933309932,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File490.txt,txt,wrk-svm1,NFS
1719933309922,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File489.txt,txt,wrk-svm1,NFS
1719933309902,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File488.txt,txt,wrk-svm1,NFS
1719933309892,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File487.txt,txt,wrk-svm1,NFS
1719933309872,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File486.txt,txt,wrk-svm1,NFS
1719933309862,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File485.txt,txt,wrk-svm1,NFS
1719933309842,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File484.txt,txt,wrk-svm1,NFS
1719933309822,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File483.txt,txt,wrk-svm1,NFS
1719933309812,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File482.txt,txt,wrk-svm1,NFS
1719933309792,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File481.txt,txt,wrk-svm1,NFS
1719933309772,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File480.txt,txt,wrk-svm1,NFS
1719933309762,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File479.txt,txt,wrk-svm1,NFS
1719933309742,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File478.txt,txt,wrk-svm1,NFS
1719933309732,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File477.txt,txt,wrk-svm1,NFS
1719933309712,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File476.txt,txt,wrk-svm1,NFS
1719933309692,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File475.txt,txt,wrk-svm1,NFS
1719933309682,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File474.txt,txt,wrk-svm1,NFS
1719933309662,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File473.txt,txt,wrk-svm1,NFS
1719933309642,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File472.txt,txt,wrk-svm1,NFS
1719933309632,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File471.txt,txt,wrk-svm1,NFS
1719933309612,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File470.txt,txt,wrk-svm1,NFS
1719933309602,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File469.txt,txt,wrk-svm1,NFS
1719933309582,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File468.txt,txt,wrk-svm1,NFS
1719933309572,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File467.txt,txt,wrk-svm1,NFS
1719933309552,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File466.txt,txt,wrk-svm1,NFS
1719933309542,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File465.txt,txt,wrk-svm1,NFS
1719933309522,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File464.txt,txt,wrk-svm1,NFS
1719933309502,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File463.txt,txt,wrk-svm1,NFS
1719933309472,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File462.txt,txt,wrk-svm1,NFS
1719933309452,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File461.txt,txt,wrk-svm1,NFS
1719933309442,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File460.txt,txt,wrk-svm1,NFS
1719933309422,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File459.txt,txt,wrk-svm1,NFS
1719933309402,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File458.txt,txt,wrk-svm1,NFS
1719933309382,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File457.txt,txt,wrk-svm1,NFS
1719933309362,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File456.txt,txt,wrk-svm1,NFS
1719933309352,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File455.txt,txt,wrk-svm1,NFS
1719933309322,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File454.txt,txt,wrk-svm1,NFS
1719933309312,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File453.txt,txt,wrk-svm1,NFS
1719933309292,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File452.txt,txt,wrk-svm1,NFS
1719933309272,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File451.txt,txt,wrk-svm1,NFS
1719933309262,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File450.txt,txt,wrk-svm1,NFS
1719933309242,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File449.txt,txt,wrk-svm1,NFS
1719933309222,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File448.txt,txt,wrk-svm1,NFS
1719933309212,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File447.txt,txt,wrk-svm1,NFS
1719933309192,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File446.txt,txt,wrk-svm1,NFS
1719933309182,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File445.txt,txt,wrk-svm1,NFS
1719933309162,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File444.txt,txt,wrk-svm1,NFS
1719933309152,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File443.txt,txt,wrk-svm1,NFS
1719933309142,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File442.txt,txt,wrk-svm1,NFS
1719933309122,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File441.txt,txt,wrk-svm1,NFS
1719933309102,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File440.txt,txt,wrk-svm1,NFS
1719933309092,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File439.txt,txt,wrk-svm1,NFS
1719933309072,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File438.txt,txt,wrk-svm1,NFS
1719933309052,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File437.txt,txt,wrk-svm1,NFS
1719933309032,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File436.txt,txt,wrk-svm1,NFS
1719933309012,Jul 2 2024 17:15:09 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File435.txt,txt,wrk-svm1,NFS
1719933308992,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File434.txt,txt,wrk-svm1,NFS
1719933308982,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File433.txt,txt,wrk-svm1,NFS
1719933308962,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File432.txt,txt,wrk-svm1,NFS
1719933308952,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File431.txt,txt,wrk-svm1,NFS
1719933308932,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File430.txt,txt,wrk-svm1,NFS
1719933308912,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File429.txt,txt,wrk-svm1,NFS
1719933308892,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File428.txt,txt,wrk-svm1,NFS
1719933308872,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File427.txt,txt,wrk-svm1,NFS
1719933308852,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File426.txt,txt,wrk-svm1,NFS
1719933308832,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File425.txt,txt,wrk-svm1,NFS
1719933308822,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File424.txt,txt,wrk-svm1,NFS
1719933308812,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File423.txt,txt,wrk-svm1,NFS
1719933308792,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File422.txt,txt,wrk-svm1,NFS
1719933308782,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File421.txt,txt,wrk-svm1,NFS
1719933308762,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File420.txt,txt,wrk-svm1,NFS
1719933308752,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File419.txt,txt,wrk-svm1,NFS
1719933308732,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File418.txt,txt,wrk-svm1,NFS
1719933308722,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File417.txt,txt,wrk-svm1,NFS
1719933308702,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File416.txt,txt,wrk-svm1,NFS
1719933308692,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File415.txt,txt,wrk-svm1,NFS
1719933308672,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File414.txt,txt,wrk-svm1,NFS
1719933308652,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File413.txt,txt,wrk-svm1,NFS
1719933308642,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File412.txt,txt,wrk-svm1,NFS
1719933308622,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File411.txt,txt,wrk-svm1,NFS
1719933308602,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File410.txt,txt,wrk-svm1,NFS
1719933308582,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File409.txt,txt,wrk-svm1,NFS
1719933308572,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File408.txt,txt,wrk-svm1,NFS
1719933308552,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File407.txt,txt,wrk-svm1,NFS
1719933308532,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File406.txt,txt,wrk-svm1,NFS
1719933308512,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File405.txt,txt,wrk-svm1,NFS
1719933308502,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File404.txt,txt,wrk-svm1,NFS
1719933308482,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File403.txt,txt,wrk-svm1,NFS
1719933308462,Jul 2 2024 17:15:08 CEST,root,root,,10.0.70.110,delete,/wrkvol1/test/testdir0/File402.txt,txt,wrk-svm1,NFS
